year,tournament_id,match_id,stage_name,group_name,match_date,match_time,stadium_name,country_name,country_id_iso_3,knockout_stage,team_a_id_iso_3,team_a_name,team_a_code,team_b_id_iso_3,team_b_name,team_b_code,score,team_a_score,team_b_score,team_a_score_margin,team_b_score_margin,extra_time,penalty_shootout,score_penalties,team_a_score_penalties,team_b_score_penalties,team_a_win,team_b_win,draw
1991,WC-1991,M-1991-1,Groups,Group A,1991-11-16,20:45:00,Tianhe Stadium, China PR ,CHN,0,CHN,China PR,CHN,NOR,Norway,NOR,4 - 0,4,0,4,-4,0,0,,0,0,1,0,0
1991,WC-1991,M-1991-6,Groups,Group C,1991-11-17,15:30:00,Jiangmen Stadium, China PR ,CHN,0,DEU,Germany,DEU,NGA,Nigeria,NGA,4 - 0,4,0,4,-4,0,0,,0,0,1,0,0
1991,WC-1991,M-1991-2,Groups,Group A,1991-11-17,19:45:00,Tianhe Stadium, China PR ,CHN,0,DNK,Denmark,DNK,NZL,New Zealand,NZL,3 - 0,3,0,3,-3,0,0,,0,0,1,0,0
1991,WC-1991,M-1991-3,Groups,Group B,1991-11-17,19:45:00,New Plaza Stadium, China PR ,CHN,0,JPN,Japan,JPN,BRA,Brazil,BRA,0 - 1,0,1,-1,1,0,0,,0,0,0,1,0
1991,WC-1991,M-1991-4,Groups,Group B,1991-11-17,19:45:00,Ying Dong Stadium, China PR ,CHN,0,SWE,Sweden,SWE,USA,USA,USA,2 - 3,2,3,-1,1,0,0,,0,0,0,1,0
1991,WC-1991,M-1991-5,Groups,Group C,1991-11-17,19:45:00,Jiangmen Stadium, China PR ,CHN,0,TWN,Chinese Taipei,TWN,ITA,Italy,ITA,0 - 5,0,5,-5,5,0,0,,0,0,0,1,0
1991,WC-1991,M-1991-8,Groups,Group A,1991-11-19,15:30:00,Guangdong Provincial Stadium, China PR ,CHN,0,NOR,Norway,NOR,NZL,New Zealand,NZL,4 - 0,4,0,4,-4,0,0,,0,0,1,0,0
1991,WC-1991,M-1991-12,Groups,Group C,1991-11-19,15:30:00,Zhongshan Stadium, China PR ,CHN,0,ITA,Italy,ITA,NGA,Nigeria,NGA,1 - 0,1,0,1,-1,0,0,,0,0,1,0,0
1991,WC-1991,M-1991-7,Groups,Group A,1991-11-19,19:45:00,Guangdong Provincial Stadium, China PR ,CHN,0,CHN,China PR,CHN,DNK,Denmark,DNK,2 - 2,2,2,0,0,0,0,,0,0,0,0,1
1991,WC-1991,M-1991-9,Groups,Group B,1991-11-19,19:45:00,New Plaza Stadium, China PR ,CHN,0,JPN,Japan,JPN,SWE,Sweden,SWE,0 - 8,0,8,-8,8,0,0,,0,0,0,1,0
1991,WC-1991,M-1991-10,Groups,Group B,1991-11-19,19:45:00,Ying Dong Stadium, China PR ,CHN,0,BRA,Brazil,BRA,USA,USA,USA,0 - 5,0,5,-5,5,0,0,,0,0,0,1,0
1991,WC-1991,M-1991-11,Groups,Group C,1991-11-19,19:45:00,Zhongshan Stadium, China PR ,CHN,0,TWN,Chinese Taipei,TWN,DEU,Germany,DEU,0 - 3,0,3,-3,3,0,0,,0,0,0,1,0
1991,WC-1991,M-1991-15,Groups,Group B,1991-11-21,15:30:00,New Plaza Stadium, China PR ,CHN,0,JPN,Japan,JPN,USA,USA,USA,0 - 3,0,3,-3,3,0,0,,0,0,0,1,0
1991,WC-1991,M-1991-16,Groups,Group B,1991-11-21,15:30:00,Ying Dong Stadium, China PR ,CHN,0,BRA,Brazil,BRA,SWE,Sweden,SWE,0 - 2,0,2,-2,2,0,0,,0,0,0,1,0
1991,WC-1991,M-1991-13,Groups,Group A,1991-11-21,19:45:00,New Plaza Stadium, China PR ,CHN,0,CHN,China PR,CHN,NZL,New Zealand,NZL,4 - 1,4,1,3,-3,0,0,,0,0,1,0,0
1991,WC-1991,M-1991-14,Groups,Group A,1991-11-21,19:45:00,Ying Dong Stadium, China PR ,CHN,0,NOR,Norway,NOR,DNK,Denmark,DNK,2 - 1,2,1,1,-1,0,0,,0,0,1,0,0
1991,WC-1991,M-1991-17,Groups,Group C,1991-11-21,19:45:00,Jiangmen Stadium, China PR ,CHN,0,TWN,Chinese Taipei,TWN,NGA,Nigeria,NGA,2 - 0,2,0,2,-2,0,0,,0,0,1,0,0
1991,WC-1991,M-1991-18,Groups,Group C,1991-11-21,19:45:00,Zhongshan Stadium, China PR ,CHN,0,ITA,Italy,ITA,DEU,Germany,DEU,0 - 2,0,2,-2,2,0,0,,0,0,0,1,0
1991,WC-1991,M-1991-21,Quarter-final,Not applicable,1991-11-24,15:30:00,Zhongshan Stadium, China PR ,CHN,1,DNK,Denmark,DNK,DEU,Germany,DEU,1 - 2,1,2,-1,1,1,0,,0,0,0,1,0
1991,WC-1991,M-1991-19,Quarter-final,Not applicable,1991-11-24,19:45:00,Tianhe Stadium, China PR ,CHN,1,CHN,China PR,CHN,SWE,Sweden,SWE,0 - 1,0,1,-1,1,0,0,,0,0,0,1,0
1991,WC-1991,M-1991-20,Quarter-final,Not applicable,1991-11-24,19:45:00,Jiangmen Stadium, China PR ,CHN,1,NOR,Norway,NOR,ITA,Italy,ITA,3 - 2,3,2,1,-1,1,0,,0,0,1,0,0
1991,WC-1991,M-1991-22,Quarter-final,Not applicable,1991-11-24,19:45:00,New Plaza Stadium, China PR ,CHN,1,USA,USA,USA,TWN,Chinese Taipei,TWN,7 - 0,7,0,7,-7,0,0,,0,0,1,0,0
1991,WC-1991,M-1991-23,Semi-final,Not applicable,1991-11-27,15:30:00,Ying Dong Stadium, China PR ,CHN,1,SWE,Sweden,SWE,NOR,Norway,NOR,1 - 4,1,4,-3,3,0,0,,0,0,0,1,0
1991,WC-1991,M-1991-24,Semi-final,Not applicable,1991-11-27,19:45:00,Guangdong Provincial Stadium, China PR ,CHN,1,DEU,Germany,DEU,USA,USA,USA,2 - 5,2,5,-3,3,0,0,,0,0,0,1,0
1991,WC-1991,M-1991-25,Match for third place,Not applicable,1991-11-29,19:45:00,Guangdong Provincial Stadium, China PR ,CHN,1,SWE,Sweden,SWE,DEU,Germany,DEU,4 - 0,4,0,4,-4,0,0,,0,0,1,0,0
1991,WC-1991,M-1991-26,Final,Not applicable,1991-11-30,19:45:00,Tianhe Stadium, China PR ,CHN,1,NOR,Norway,NOR,USA,USA,USA,1 - 2,1,2,-1,1,0,0,,0,0,0,1,0
1995,WC-1995,M-1995-2,Groups,Group A,1995-06-05,14:00:00,Tingvalla, Sweden ,SWE,0,DEU,Germany,DEU,JPN,Japan,JPN,1 - 0,1,0,1,-1,0,0,,0,0,1,0,0
1995,WC-1995,M-1995-1,Groups,Group A,1995-06-05,18:00:00,Olympia Stadium, Sweden ,SWE,0,SWE,Sweden,SWE,BRA,Brazil,BRA,0 - 1,0,1,-1,1,0,0,,0,0,0,1,0
1995,WC-1995,M-1995-3,Groups,Group B,1995-06-06,19:00:00,Tingvalla, Sweden ,SWE,0,NOR,Norway,NOR,NGA,Nigeria,NGA,8 - 0,8,0,8,-8,0,0,,0,0,1,0,0
1995,WC-1995,M-1995-4,Groups,Group B,1995-06-06,19:00:00,Olympia Stadium, Sweden ,SWE,0,GBR,England,ENG,CAN,Canada,CAN,3 - 2,3,2,1,-1,0,0,,0,0,1,0,0
1995,WC-1995,M-1995-5,Groups,Group C,1995-06-06,19:00:00,Stroemvallen, Sweden ,SWE,0,USA,USA,USA,CHN,China PR,CHN,3 - 3,3,3,0,0,0,0,,0,0,0,0,1
1995,WC-1995,M-1995-6,Groups,Group C,1995-06-06,19:00:00,Arosvallen, Sweden ,SWE,0,DNK,Denmark,DNK,AUS,Australia,AUS,5 - 0,5,0,5,-5,0,0,,0,0,1,0,0
1995,WC-1995,M-1995-7,Groups,Group A,1995-06-07,19:00:00,Olympia Stadium, Sweden ,SWE,0,SWE,Sweden,SWE,DEU,Germany,DEU,3 - 2,3,2,1,-1,0,0,,0,0,1,0,0
1995,WC-1995,M-1995-8,Groups,Group A,1995-06-07,19:00:00,Tingvalla, Sweden ,SWE,0,BRA,Brazil,BRA,JPN,Japan,JPN,1 - 2,1,2,-1,1,0,0,,0,0,0,1,0
1995,WC-1995,M-1995-9,Groups,Group B,1995-06-08,19:00:00,Tingvalla, Sweden ,SWE,0,NOR,Norway,NOR,GBR,England,ENG,2 - 0,2,0,2,-2,0,0,,0,0,1,0,0
1995,WC-1995,M-1995-10,Groups,Group B,1995-06-08,19:00:00,Olympia Stadium, Sweden ,SWE,0,NGA,Nigeria,NGA,CAN,Canada,CAN,3 - 3,3,3,0,0,0,0,,0,0,0,0,1
1995,WC-1995,M-1995-11,Groups,Group C,1995-06-08,19:00:00,Stroemvallen, Sweden ,SWE,0,USA,USA,USA,DNK,Denmark,DNK,2 - 0,2,0,2,-2,0,0,,0,0,1,0,0
1995,WC-1995,M-1995-12,Groups,Group C,1995-06-08,19:00:00,Arosvallen, Sweden ,SWE,0,CHN,China PR,CHN,AUS,Australia,AUS,4 - 2,4,2,2,-2,0,0,,0,0,1,0,0
1995,WC-1995,M-1995-13,Groups,Group A,1995-06-09,19:00:00,Arosvallen, Sweden ,SWE,0,SWE,Sweden,SWE,JPN,Japan,JPN,2 - 0,2,0,2,-2,0,0,,0,0,1,0,0
1995,WC-1995,M-1995-14,Groups,Group A,1995-06-09,19:00:00,Tingvalla, Sweden ,SWE,0,BRA,Brazil,BRA,DEU,Germany,DEU,1 - 6,1,6,-5,5,0,0,,0,0,0,1,0
1995,WC-1995,M-1995-15,Groups,Group B,1995-06-10,16:00:00,Stroemvallen, Sweden ,SWE,0,NOR,Norway,NOR,CAN,Canada,CAN,7 - 0,7,0,7,-7,0,0,,0,0,1,0,0
1995,WC-1995,M-1995-16,Groups,Group B,1995-06-10,16:00:00,Tingvalla, Sweden ,SWE,0,NGA,Nigeria,NGA,GBR,England,ENG,2 - 3,2,3,-1,1,0,0,,0,0,0,1,0
1995,WC-1995,M-1995-17,Groups,Group C,1995-06-10,16:00:00,Olympia Stadium, Sweden ,SWE,0,USA,USA,USA,AUS,Australia,AUS,4 - 1,4,1,3,-3,0,0,,0,0,1,0,0
1995,WC-1995,M-1995-18,Groups,Group C,1995-06-10,16:00:00,Arosvallen, Sweden ,SWE,0,CHN,China PR,CHN,DNK,Denmark,DNK,3 - 1,3,1,2,-2,0,0,,0,0,1,0,0
1995,WC-1995,M-1995-21,Quarter-final,Not applicable,1995-06-13,17:15:00,Stroemvallen, Sweden ,SWE,1,JPN,Japan,JPN,USA,USA,USA,0 - 4,0,4,-4,4,0,0,,0,0,0,1,0
1995,WC-1995,M-1995-22,Quarter-final,Not applicable,1995-06-13,17:15:00,Tingvalla, Sweden ,SWE,1,NOR,Norway,NOR,DNK,Denmark,DNK,3 - 1,3,1,2,-2,0,0,,0,0,1,0,0
1995,WC-1995,M-1995-19,Quarter-final,Not applicable,1995-06-13,20:15:00,Arosvallen, Sweden ,SWE,1,DEU,Germany,DEU,GBR,England,ENG,3 - 0,3,0,3,-3,0,0,,0,0,1,0,0
1995,WC-1995,M-1995-20,Quarter-final,Not applicable,1995-06-13,20:15:00,Olympia Stadium, Sweden ,SWE,1,SWE,Sweden,SWE,CHN,China PR,CHN,1 - 1,1,1,0,0,0,1,3 - 4,3,4,0,1,0
1995,WC-1995,M-1995-24,Semi-final,Not applicable,1995-06-15,17:15:00,Arosvallen, Sweden ,SWE,1,USA,USA,USA,NOR,Norway,NOR,0 - 1,0,1,-1,1,0,0,,0,0,0,1,0
1995,WC-1995,M-1995-23,Semi-final,Not applicable,1995-06-15,20:15:00,Olympia Stadium, Sweden ,SWE,1,DEU,Germany,DEU,CHN,China PR,CHN,1 - 0,1,0,1,-1,0,0,,0,0,1,0,0
1995,WC-1995,M-1995-25,Match for third place,Not applicable,1995-06-17,16:00:00,Stroemvallen, Sweden ,SWE,1,CHN,China PR,CHN,USA,USA,USA,0 - 2,0,2,-2,2,0,0,,0,0,0,1,0
1995,WC-1995,M-1995-26,Final,Not applicable,1995-06-18,18:00:00,Rasunda Stadium, Sweden ,SWE,1,DEU,Germany,DEU,NOR,Norway,NOR,0 - 2,0,2,-2,2,0,0,,0,0,0,1,0
1999,WC-1999,M-1999-1,Groups,Group A,1999-06-19,15:00:00,Giants Stadium, USA ,USA,0,USA,USA,USA,DNK,Denmark,DNK,3 - 0,3,0,3,-3,0,0,,0,0,1,0,0
1999,WC-1999,M-1999-4,Groups,Group B,1999-06-19,17:30:00,Giants Stadium, USA ,USA,0,BRA,Brazil,BRA,MEX,Mexico,MEX,7 - 1,7,1,6,-6,0,0,,0,0,1,0,0
1999,WC-1999,M-1999-7,Groups,Group D,1999-06-19,17:00:00,Spartan Stadium, USA ,USA,0,CHN,China PR,CHN,SWE,Sweden,SWE,2 - 1,2,1,1,-1,0,0,,0,0,1,0,0
1999,WC-1999,M-1999-6,Groups,Group C,1999-06-19,19:00:00,Spartan Stadium, USA ,USA,0,JPN,Japan,JPN,CAN,Canada,CAN,1 - 1,1,1,0,0,0,0,,0,0,0,0,1
1999,WC-1999,M-1999-5,Groups,Group C,1999-06-20,16:00:00,Foxboro Stadium, USA ,USA,0,NOR,Norway,NOR,RUS,Russia,RUS,2 - 1,2,1,1,-1,0,0,,0,0,1,0,0
1999,WC-1999,M-1999-3,Groups,Group B,1999-06-20,16:00:00,Rose Bowl, USA ,USA,0,DEU,Germany,DEU,ITA,Italy,ITA,1 - 1,1,1,0,0,0,0,,0,0,0,0,1
1999,WC-1999,M-1999-8,Groups,Group D,1999-06-20,19:30:00,Foxboro Stadium, USA ,USA,0,AUS,Australia,AUS,GHA,Ghana,GHA,1 - 1,1,1,0,0,0,0,,0,0,0,0,1
1999,WC-1999,M-1999-2,Groups,Group A,1999-06-20,18:30:00,Rose Bowl, USA ,USA,0,PRK,Korea DPR,PRK,NGA,Nigeria,NGA,1 - 2,1,2,-1,1,0,0,,0,0,0,1,0
1999,WC-1999,M-1999-13,Groups,Group C,1999-06-23,18:00:00,FedEx Field, USA ,USA,0,NOR,Norway,NOR,CAN,Canada,CAN,7 - 1,7,1,6,-6,0,0,,0,0,1,0,0
1999,WC-1999,M-1999-16,Groups,Group D,1999-06-23,20:30:00,FedEx Field, USA ,USA,0,AUS,Australia,AUS,SWE,Sweden,SWE,1 - 3,1,3,-2,2,0,0,,0,0,0,1,0
1999,WC-1999,M-1999-14,Groups,Group C,1999-06-23,18:00:00,Jeld-Wen Field, USA ,USA,0,JPN,Japan,JPN,RUS,Russia,RUS,0 - 5,0,5,-5,5,0,0,,0,0,0,1,0
1999,WC-1999,M-1999-15,Groups,Group D,1999-06-23,20:30:00,Jeld-Wen Field, USA ,USA,0,CHN,China PR,CHN,GHA,Ghana,GHA,7 - 0,7,0,7,-7,0,0,,0,0,1,0,0
1999,WC-1999,M-1999-12,Groups,Group B,1999-06-24,17:00:00,Soldier Field, USA ,USA,0,BRA,Brazil,BRA,ITA,Italy,ITA,2 - 0,2,0,2,-2,0,0,,0,0,1,0,0
1999,WC-1999,M-1999-9,Groups,Group A,1999-06-24,19:00:00,Soldier Field, USA ,USA,0,USA,USA,USA,NGA,Nigeria,NGA,7 - 1,7,1,6,-6,0,0,,0,0,1,0,0
1999,WC-1999,M-1999-10,Groups,Group A,1999-06-24,18:00:00,Jeld-Wen Field, USA ,USA,0,PRK,Korea DPR,PRK,DNK,Denmark,DNK,3 - 1,3,1,2,-2,0,0,,0,0,1,0,0
1999,WC-1999,M-1999-11,Groups,Group B,1999-06-24,20:30:00,Jeld-Wen Field, USA ,USA,0,DEU,Germany,DEU,MEX,Mexico,MEX,6 - 0,6,0,6,-6,0,0,,0,0,1,0,0
1999,WC-1999,M-1999-22,Groups,Group C,1999-06-26,12:00:00,Giants Stadium, USA ,USA,0,CAN,Canada,CAN,RUS,Russia,RUS,1 - 4,1,4,-3,3,0,0,,0,0,0,1,0
1999,WC-1999,M-1999-23,Groups,Group D,1999-06-26,14:30:00,Giants Stadium, USA ,USA,0,CHN,China PR,CHN,AUS,Australia,AUS,3 - 1,3,1,2,-2,0,0,,0,0,1,0,0
1999,WC-1999,M-1999-24,Groups,Group D,1999-06-26,16:00:00,Soldier Field, USA ,USA,0,GHA,Ghana,GHA,SWE,Sweden,SWE,0 - 2,0,2,-2,2,0,0,,0,0,0,1,0
1999,WC-1999,M-1999-21,Groups,Group C,1999-06-26,18:30:00,Soldier Field, USA ,USA,0,NOR,Norway,NOR,JPN,Japan,JPN,4 - 0,4,0,4,-4,0,0,,0,0,1,0,0
1999,WC-1999,M-1999-19,Groups,Group B,1999-06-27,13:30:00,FedEx Field, USA ,USA,0,DEU,Germany,DEU,BRA,Brazil,BRA,3 - 3,3,3,0,0,0,0,,0,0,0,0,1
1999,WC-1999,M-1999-18,Groups,Group A,1999-06-27,16:00:00,FedEx Field, USA ,USA,0,NGA,Nigeria,NGA,DNK,Denmark,DNK,2 - 0,2,0,2,-2,0,0,,0,0,1,0,0
1999,WC-1999,M-1999-20,Groups,Group B,1999-06-27,16:30:00,Foxboro Stadium, USA ,USA,0,MEX,Mexico,MEX,ITA,Italy,ITA,0 - 2,0,2,-2,2,0,0,,0,0,0,1,0
1999,WC-1999,M-1999-17,Groups,Group A,1999-06-27,19:00:00,Foxboro Stadium, USA ,USA,0,USA,USA,USA,PRK,Korea DPR,PRK,3 - 0,3,0,3,-3,0,0,,0,0,1,0,0
1999,WC-1999,M-1999-28,Quarter-final,Not applicable,1999-06-30,17:00:00,Spartan Stadium, USA ,USA,1,CHN,China PR,CHN,RUS,Russia,RUS,2 - 0,2,0,2,-2,0,0,,0,0,1,0,0
1999,WC-1999,M-1999-27,Quarter-final,Not applicable,1999-06-30,19:30:00,Spartan Stadium, USA ,USA,1,NOR,Norway,NOR,SWE,Sweden,SWE,3 - 1,3,1,2,-2,0,0,,0,0,1,0,0
1999,WC-1999,M-1999-25,Quarter-final,Not applicable,1999-07-01,19:00:00,FedEx Field, USA ,USA,1,USA,USA,USA,DEU,Germany,DEU,3 - 2,3,2,1,-1,0,0,,0,0,1,0,0
1999,WC-1999,M-1999-26,Quarter-final,Not applicable,1999-07-01,21:30:00,FedEx Field, USA ,USA,1,BRA,Brazil,BRA,NGA,Nigeria,NGA,4 - 3,4,3,1,-1,0,0,,0,0,1,0,0
1999,WC-1999,M-1999-29,Semi-final,Not applicable,1999-07-04,13:30:00,Stanford Stadium, USA ,USA,1,USA,USA,USA,BRA,Brazil,BRA,2 - 0,2,0,2,-2,0,0,,0,0,1,0,0
1999,WC-1999,M-1999-30,Semi-final,Not applicable,1999-07-04,19:30:00,Foxboro Stadium, USA ,USA,1,NOR,Norway,NOR,CHN,China PR,CHN,0 - 5,0,5,-5,5,0,0,,0,0,0,1,0
1999,WC-1999,M-1999-31,Match for third place,Not applicable,1999-07-10,10:15:00,Rose Bowl, USA ,USA,1,BRA,Brazil,BRA,NOR,Norway,NOR,0 - 0,0,0,0,0,0,1,5 - 4,5,4,1,0,0
1999,WC-1999,M-1999-32,Final,Not applicable,1999-07-10,12:50:00,Rose Bowl, USA ,USA,1,USA,USA,USA,CHN,China PR,CHN,0 - 0,0,0,0,0,0,1,5 - 4,5,4,1,0,0
2003,WC-2003,M-2003-1,Groups,Group B,2003-09-20,12:00:00,Lincoln Financial Field, USA ,USA,0,NOR,Norway,NOR,FRA,France,FRA,2 - 0,2,0,2,-2,0,0,,0,0,1,0,0
2003,WC-2003,M-2003-2,Groups,Group A,2003-09-20,14:45:00,Lincoln Financial Field, USA ,USA,0,NGA,Nigeria,NGA,PRK,Korea DPR,PRK,0 - 3,0,3,-3,3,0,0,,0,0,0,1,0
2003,WC-2003,M-2003-3,Groups,Group C,2003-09-20,17:45:00,MAPFRE Stadium, USA ,USA,0,DEU,Germany,DEU,CAN,Canada,CAN,4 - 1,4,1,3,-3,0,0,,0,0,1,0,0
2003,WC-2003,M-2003-4,Groups,Group C,2003-09-20,20:30:00,MAPFRE Stadium, USA ,USA,0,JPN,Japan,JPN,ARG,Argentina,ARG,6 - 0,6,0,6,-6,0,0,,0,0,1,0,0
2003,WC-2003,M-2003-5,Groups,Group A,2003-09-21,12:30:00,RFK Stadium, USA ,USA,0,USA,USA,USA,SWE,Sweden,SWE,3 - 1,3,1,2,-2,0,0,,0,0,1,0,0
2003,WC-2003,M-2003-6,Groups,Group B,2003-09-21,15:15:00,RFK Stadium, USA ,USA,0,BRA,Brazil,BRA,KOR,Korea Republic,KOR,3 - 0,3,0,3,-3,0,0,,0,0,1,0,0
2003,WC-2003,M-2003-7,Groups,Group D,2003-09-21,17:30:00,StubHub Center, USA ,USA,0,AUS,Australia,AUS,RUS,Russia,RUS,1 - 2,1,2,-1,1,0,0,,0,0,0,1,0
2003,WC-2003,M-2003-8,Groups,Group D,2003-09-21,20:15:00,StubHub Center, USA ,USA,0,CHN,China PR,CHN,GHA,Ghana,GHA,1 - 0,1,0,1,-1,0,0,,0,0,1,0,0
2003,WC-2003,M-2003-9,Groups,Group B,2003-09-24,17:01:00,RFK Stadium, USA ,USA,0,NOR,Norway,NOR,BRA,Brazil,BRA,1 - 4,1,4,-3,3,0,0,,0,0,0,1,0
2003,WC-2003,M-2003-11,Groups,Group C,2003-09-24,17:45:00,MAPFRE Stadium, USA ,USA,0,DEU,Germany,DEU,JPN,Japan,JPN,3 - 0,3,0,3,-3,0,0,,0,0,1,0,0
2003,WC-2003,M-2003-10,Groups,Group B,2003-09-24,19:45:00,RFK Stadium, USA ,USA,0,FRA,France,FRA,KOR,Korea Republic,KOR,1 - 0,1,0,1,-1,0,0,,0,0,1,0,0
